rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:01:05.05,-65.43,16.11,1376.46,48.60,-9.63,7.50,-7.95,-1.35,28.05,29.80,47.17,
01/01/2000,00:01:05.05,-176.76,41.50,1673.83,38.35,2.32,5.79,-6.00,1.65,25.50,29.80,47.17,
01/01/2000,00:01:05.05,-229.00,86.43,1627.44,9.27,-2.50,-16.04,-6.45,0.90,27.75,29.80,47.17,
01/01/2000,00:01:05.05,-138.18,103.03,1366.70,-8.11,-16.04,-35.85,-6.75,2.40,26.25,29.95,47.18,
01/01/2000,00:01:05.05,-120.12,117.19,1199.71,-5.30,-11.22,-36.77,-7.05,0.75,26.40,29.80,47.18,
01/01/2000,00:01:05.05,-228.52,166.50,1234.38,11.10,-6.83,-45.67,-6.60,-0.30,25.65,29.95,47.18,
01/01/2000,00:01:05.05,-255.37,170.90,1419.92,23.96,-20.61,-73.41,-7.50,1.35,25.80,29.61,47.19,
01/01/2000,00:01:05.05,244.14,80.57,1586.91,-17.62,-0.91,-41.16,-7.50,5.25,26.25,29.66,47.09,
01/01/2000,00:01:05.05,207.03,172.36,1169.92,-30.55,-1.34,-10.06,-7.50,3.60,25.20,29.56,47.09,
01/01/2000,00:01:05.05,112.30,186.52,901.86,-26.04,5.49,10.98,-7.50,4.35,25.50,29.75,47.10,
01/01/2000,00:01:05.05,-30.27,202.15,731.45,-18.66,18.11,24.45,-6.75,3.60,25.80,29.56,47.10,
01/01/2000,00:01:05.05,-169.43,216.31,610.84,-17.07,18.29,21.59,-7.20,3.30,26.25,29.75,47.11,
01/01/2000,00:01:05.05,-235.84,192.38,502.93,-18.23,8.78,5.91,-7.05,2.25,26.10,29.75,47.11,
01/01/2000,00:01:05.05,-224.12,127.93,428.71,-13.05,1.16,-3.23,-8.70,0.90,27.30,29.42,47.11,
01/01/2000,00:01:05.05,-189.45,79.59,412.60,-9.45,4.02,-8.72,-5.55,1.80,26.40,29.80,47.12,
01/01/2000,00:01:05.05,-165.04,43.95,451.66,-4.94,2.74,-12.26,-6.60,2.25,26.10,29.47,47.12,
01/01/2000,00:01:05.05,-142.09,11.23,472.17,-6.16,-3.78,-10.49,-7.95,2.10,25.80,29.61,47.12,
01/01/2000,00:01:05.05,-166.50,17.58,504.39,-6.95,-5.30,-13.17,-6.45,2.85,26.55,29.80,47.13,
01/01/2000,00:01:05.05,-204.59,21.00,569.34,-7.01,-8.84,-13.48,-5.55,3.75,26.10,29.95,47.13,
01/01/2000,00:01:05.05,-216.31,36.13,708.50,-1.10,-11.83,-18.66,-6.75,2.85,25.80,29.80,47.13,
01/01/2000,00:01:05.05,-246.58,31.74,840.82,1.59,-8.72,-18.60,-7.80,3.00,25.35,29.95,47.14,
01/01/2000,00:01:05.05,-236.82,-1.95,1036.13,-0.37,-17.07,-24.51,-9.00,2.10,27.00,29.80,47.14,
01/01/2000,00:01:05.05,-200.68,-69.82,1254.39,-3.35,-18.29,-19.76,-6.45,3.60,25.80,29.61,47.14,
01/01/2000,00:01:05.05,-141.60,-102.54,1391.60,-15.55,-16.65,-10.37,-7.35,3.00,25.65,29.95,47.15,
01/01/2000,00:01:05.05,-90.33,-71.78,1456.05,-26.89,-7.38,9.15,-8.25,1.65,27.30,29.90,47.15,
01/01/2000,00:01:05.05,-88.87,13.18,1490.23,-39.51,-0.49,26.65,-8.55,3.00,26.40,29.80,47.15,
01/01/2000,00:01:05.05,-83.01,81.54,1365.23,-48.11,7.50,41.59,-8.25,3.60,27.00,29.66,47.16,
01/01/2000,00:01:05.05,-65.92,166.50,1190.92,-39.76,5.55,54.63,-8.10,0.75,28.20,29.56,47.16,
01/01/2000,00:01:05.05,-319.34,223.14,1166.50,-10.12,-16.34,46.22,-7.50,0.15,26.55,29.95,47.16,
01/01/2000,00:01:05.05,-274.90,130.37,1436.52,19.82,-30.61,6.71,-7.95,-0.90,26.55,29.61,47.17,
01/01/2000,00:01:05.05,43.95,-53.71,1682.13,27.68,-13.72,-5.49,-7.20,-0.45,24.45,29.56,47.17,
01/01/2000,00:01:05.05,45.90,-71.78,1512.21,7.07,11.46,22.32,-8.70,-0.15,26.25,29.95,47.14,
01/01/2000,00:01:05.05,57.13,-13.18,1136.23,2.68,-0.85,17.62,-9.00,0.45,24.75,29.75,47.13,
01/01/2000,00:01:05.05,8.79,7.32,1004.88,7.26,-0.91,13.96,-9.30,-0.75,25.65,29.80,47.13,
01/01/2000,00:01:05.05,8.30,14.65,900.88,5.43,-2.93,7.26,-8.85,0.00,25.35,29.75,47.13,
01/01/2000,00:01:05.05,-38.09,37.60,771.48,5.18,-0.30,16.28,-7.35,1.05,24.15,29.61,47.14,
01/01/2000,00:01:05.05,-104.49,43.95,685.06,1.16,-3.05,13.29,-7.95,-0.15,26.25,29.61,47.14,
01/01/2000,00:01:05.05,-107.91,53.71,566.41,-5.55,-5.73,9.39,-8.70,0.90,24.75,29.95,47.14,
01/01/2000,00:01:05.05,-87.89,48.83,474.61,-5.24,1.34,9.33,-9.30,-0.30,25.65,29.75,47.15,
01/01/2000,00:01:05.05,-49.32,7.81,455.08,7.20,7.99,22.50,-9.00,0.90,25.20,29.80,47.15,
01/01/2000,00:01:05.05,-107.42,-16.11,500.98,9.33,13.96,35.55,-8.70,-0.45,25.80,29.66,47.16,
01/01/2000,00:01:05.05,-218.75,-9.28,517.58,2.93,13.17,33.05,-8.10,0.00,25.35,29.61,47.16,
01/01/2000,00:01:05.05,-309.08,45.41,486.33,9.27,18.05,14.02,-7.20,-0.90,24.75,29.61,47.16,
01/01/2000,00:01:05.05,-170.90,-18.07,668.46,23.41,24.63,1.52,-8.10,-1.05,24.90,29.61,47.17,
01/01/2000,00:01:05.05,-62.99,-91.80,972.17,23.29,14.39,14.45,-7.20,0.15,25.20,29.61,47.17,
01/01/2000,00:01:05.05,-181.64,-14.16,1176.76,12.44,2.68,16.59,-7.05,-0.75,24.90,29.61,47.17,
01/01/2000,00:01:05.05,-264.65,89.84,1355.47,0.85,-10.12,-6.22,-9.00,-0.45,26.25,29.80,47.18,
01/01/2000,00:01:05.05,-186.52,135.25,1387.21,3.60,-0.79,-31.52,-7.05,0.30,24.90,29.90,47.18,
01/01/2000,00:01:05.05,64.94,97.66,1404.79,12.68,16.34,-38.84,-9.45,0.90,25.80,29.56,47.18,
01/01/2000,00:01:05.05,64.45,81.54,1423.83,10.91,18.78,-29.45,-7.95,0.15,27.00,29.61,47.19,
01/01/2000,00:01:05.05,-18.55,119.63,1374.51,4.70,17.74,-34.27,-7.80,1.05,26.85,29.61,47.19,
01/01/2000,00:01:05.05,-47.36,151.37,1283.69,3.29,6.22,-53.23,-6.60,0.30,27.15,29.66,47.19,
01/01/2000,00:01:05.05,-7.32,64.45,1441.41,15.24,-2.50,-73.60,-6.45,0.90,25.50,29.80,47.20,
01/01/2000,00:01:05.05,192.87,-9.77,1626.95,17.56,-13.17,-70.30,-7.05,1.80,26.40,29.80,47.20,
01/01/2000,00:01:05.05,259.77,-19.53,1684.57,4.02,-1.22,-34.27,-8.70,2.85,25.80,29.80,47.20,
01/01/2000,00:01:05.05,36.13,91.80,1439.94,-13.35,10.61,-6.22,-7.50,3.60,25.20,29.80,47.21,
01/01/2000,00:01:05.05,-220.21,172.85,621.58,-22.32,5.43,3.41,-6.30,2.70,26.10,29.80,47.11,
01/01/2000,00:01:05.05,-297.85,168.95,472.17,-12.50,6.46,-3.35,-7.20,1.35,24.75,29.90,47.12,
01/01/2000,00:01:05.05,-302.25,78.61,448.24,-7.93,2.80,-19.33,-7.05,2.25,26.10,29.61,47.12,
01/01/2000,00:01:05.05,-270.51,21.48,436.52,-1.16,8.66,-20.85,-6.00,2.10,25.80,29.75,47.12,
01/01/2000,00:01:05.05,-231.45,-24.90,452.15,-6.04,1.77,-28.17,-6.30,1.80,27.15,29.66,47.13,
01/01/2000,00:01:05.05,-126.46,-71.29,458.50,-3.90,-6.22,-27.93,-6.30,3.45,25.65,29.80,47.13,
01/01/2000,00:01:05.05,-66.89,-73.73,467.77,-1.52,0.79,-17.74,-7.20,1.65,27.30,29.61,47.13,
01/01/2000,00:01:05.05,-75.20,-99.61,579.59,8.05,3.78,-4.45,-5.70,1.35,28.50,29.95,47.14,
01/01/2000,00:01:05.05,-108.40,-71.29,666.99,10.73,5.98,6.95,-6.45,2.10,26.55,29.99,47.14,
01/01/2000,00:01:05.05,-209.47,-30.76,807.62,12.74,9.82,10.37,-5.40,2.85,27.00,29.61,47.14,
01/01/2000,00:01:05.05,-300.29,0.98,884.28,6.65,2.01,8.23,-5.70,3.30,27.00,29.66,47.15,
01/01/2000,00:01:05.05,-315.43,-21.97,1039.55,3.84,-2.07,1.59,-5.70,2.10,25.80,29.90,47.15,
01/01/2000,00:01:05.05,-230.47,-57.13,1169.43,-6.89,-0.73,1.10,-6.30,3.45,26.10,29.56,47.15,
01/01/2000,00:01:05.05,-247.07,-60.06,1282.71,-18.23,-5.30,10.49,-6.00,2.40,25.50,29.90,47.16,
01/01/2000,00:01:05.05,-272.95,-24.41,1438.48,-29.70,-11.04,15.06,-5.40,3.30,27.30,29.75,47.16,
01/01/2000,00:01:05.05,-261.72,0.98,1585.94,-38.29,-3.48,15.12,-5.70,1.65,28.05,29.61,47.16,
01/01/2000,00:01:05.05,-166.50,40.04,1410.16,-53.35,-4.45,21.52,-5.85,3.45,27.45,29.80,47.16,
01/01/2000,00:01:05.05,-87.89,101.56,1229.98,-34.51,-9.09,34.45,-6.60,1.80,26.85,29.90,47.17,
01/01/2000,00:01:05.05,-203.12,152.34,1401.37,7.87,-2.26,39.02,-6.30,-0.75,26.40,29.66,47.17,
01/01/2000,00:01:05.05,-158.20,26.86,1819.34,32.44,7.87,28.35,-6.60,0.75,26.85,29.42,47.17,
01/01/2000,00:01:05.05,-114.75,-66.41,1958.01,22.93,22.68,31.34,-7.05,-0.30,26.85,29.90,47.18,
01/01/2000,00:01:05.05,-112.30,-29.30,1671.39,-8.11,15.18,21.65,-5.10,0.30,26.40,29.61,47.18,
01/01/2000,00:01:05.05,18.55,-15.62,1298.83,-15.00,5.43,10.12,-6.30,0.00,26.85,29.80,47.18,
01/01/2000,00:01:05.05,36.62,-5.37,1067.38,-4.27,6.40,9.76,-6.60,0.30,25.65,29.95,47.19,
01/01/2000,00:01:05.05,43.95,-8.30,847.66,4.09,16.95,18.90,-5.70,-2.40,28.80,29.80,47.16,
01/01/2000,00:01:05.05,-22.46,0.98,724.12,0.98,12.93,17.01,-5.10,-1.80,27.15,29.95,47.16,
01/01/2000,00:01:05.05,-72.75,24.41,547.36,-10.91,4.57,7.87,-4.80,-1.50,26.85,29.90,47.16,
01/01/2000,00:01:05.05,-3.91,-10.25,426.76,-14.39,1.52,9.09,-4.65,-1.65,27.75,29.90,47.17,
01/01/2000,00:01:05.05,4.39,-20.51,341.31,-11.22,3.72,15.43,-5.55,-2.25,27.45,29.90,47.17,
01/01/2000,00:01:05.05,-19.53,-4.88,239.75,-7.74,8.90,23.29,-4.80,-0.30,26.40,29.56,47.17,
01/01/2000,00:01:05.05,-91.31,26.86,236.82,4.63,-0.67,25.12,-6.45,-0.45,26.55,29.56,47.17,
01/01/2000,00:01:05.05,-110.84,47.85,283.69,11.65,0.55,26.10,-4.35,-1.05,28.20,29.90,47.18,
01/01/2000,00:01:05.05,-166.02,82.52,358.40,18.60,-16.65,17.38,-4.65,-2.40,27.30,29.56,47.18,
01/01/2000,00:01:05.05,-213.87,63.96,524.90,26.52,-23.54,6.46,-5.70,-2.10,27.00,29.80,47.18,
01/01/2000,00:01:05.05,-151.86,39.06,756.84,37.99,-36.65,-5.06,-5.55,-1.05,26.10,29.80,47.19,
01/01/2000,00:01:05.05,-84.47,26.86,1163.57,51.10,-28.66,-0.73,-5.40,-1.35,25.50,29.56,47.19,
01/01/2000,00:01:05.05,-184.57,6.35,1588.38,50.55,-12.62,11.95,-6.45,-1.35,26.25,29.61,47.19,
01/01/2000,00:01:05.05,-308.59,46.39,1698.73,23.54,-9.94,1.65,-7.20,0.15,26.55,29.47,47.19,
01/01/2000,00:01:05.05,-246.09,81.05,1515.62,2.74,-25.79,-14.57,-7.05,0.30,25.65,29.80,47.20,
01/01/2000,00:01:05.05,-150.88,94.73,1318.36,1.59,-19.76,-17.80,-7.80,1.50,27.15,29.66,47.20,
01/01/2000,00:01:05.05,-204.59,168.95,1362.30,16.89,-13.84,-20.49,-7.20,1.35,26.55,29.80,47.20,
01/01/2000,00:01:05.05,-346.19,148.93,1730.47,30.67,-21.04,-41.22,-6.60,1.05,26.40,29.56,47.21,
01/01/2000,00:01:05.05,-167.48,15.62,2047.85,18.29,-20.18,-67.13,-7.20,0.90,26.55,29.56,47.21,
01/01/2000,00:01:05.05,166.50,-18.55,1961.43,-14.82,-11.28,-52.26,-6.60,4.65,26.10,29.80,47.21,
01/01/2000,00:01:05.05,218.75,106.93,1543.46,-34.51,5.00,-14.45,-7.80,3.45,25.35,29.47,47.22,
01/01/2000,00:01:05.05,126.46,219.24,1119.63,-32.13,16.71,10.18,-7.80,3.00,24.90,29.99,47.22,
01/01/2000,00:01:05.05,14.16,271.97,843.26,-22.87,33.54,23.90,-7.20,1.65,24.75,29.56,47.22,
01/01/2000,00:01:05.05,-138.67,285.16,667.97,-11.65,32.13,21.04,-7.80,0.00,26.85,29.66,47.23,
01/01/2000,00:01:05.05,-263.67,254.39,544.92,-10.73,18.35,-1.16,-7.80,1.50,25.65,29.66,47.23,
01/01/2000,00:01:05.05,-124.02,58.11,390.62,-5.91,3.66,-25.06,-6.75,1.35,26.25,29.95,47.14,
01/01/2000,00:01:05.05,-108.40,4.39,391.11,0.24,9.15,-25.79,-5.70,1.35,26.25,29.56,47.15,
01/01/2000,00:01:05.05,-84.47,-21.48,404.30,0.12,6.95,-19.39,-5.85,2.25,26.10,29.80,47.15,
01/01/2000,00:01:05.05,-83.50,-31.74,450.68,-0.18,8.72,-11.16,-6.30,2.25,25.35,29.95,47.15,
01/01/2000,00:01:05.05,-146.97,-0.49,538.57,6.89,1.83,-5.00,-7.35,2.70,28.65,29.95,47.16,
01/01/2000,00:01:05.05,-186.52,23.44,648.93,8.60,-5.61,-6.89,-6.00,2.40,25.50,29.75,47.16,
01/01/2000,00:01:05.05,-257.81,13.18,819.82,12.93,-4.94,-3.17,-4.95,2.40,26.25,29.75,47.16,
01/01/2000,00:01:05.05,-291.50,2.44,990.23,11.95,-3.54,-8.54,-4.35,3.45,24.90,29.95,47.17,
01/01/2000,00:01:05.05,-248.05,-43.95,1157.71,3.48,0.91,-10.18,-6.00,3.30,26.55,29.56,47.17,
01/01/2000,00:01:05.05,-216.31,-71.78,1310.06,-8.23,-1.22,-2.93,-6.75,4.35,27.30,29.75,47.17,
01/01/2000,00:01:05.05,-202.15,-52.73,1371.09,-25.85,-7.13,-0.12,-4.95,2.10,25.80,29.56,47.17,
01/01/2000,00:01:05.05,-182.62,-28.32,1445.31,-36.34,-7.32,11.10,-4.65,1.35,26.25,29.80,47.18,
01/01/2000,00:01:05.05,-169.92,12.70,1412.11,-46.16,0.12,20.79,-5.40,1.65,26.55,29.80,47.18,
01/01/2000,00:01:05.05,-72.27,108.89,1200.68,-35.85,-1.34,32.74,-6.00,0.15,25.50,29.99,47.18,
01/01/2000,00:01:05.05,-236.82,191.41,1256.35,-8.29,-9.33,37.07,-6.45,0.15,25.50,29.75,47.19,
01/01/2000,00:01:05.05,-287.60,113.77,1629.39,22.07,-14.02,2.68,-8.10,0.30,26.40,29.61,47.19,
01/01/2000,00:01:05.05,-18.07,-48.34,1786.13,28.66,0.30,-1.22,-5.70,-0.15,26.25,29.66,47.19,
01/01/2000,00:01:05.05,2.93,-88.87,1753.91,16.52,19.09,18.17,-7.35,0.30,26.10,29.47,47.20,
01/01/2000,00:01:05.05,-24.41,-32.23,1429.20,-0.49,14.70,14.70,-5.70,0.45,28.05,29.80,47.20,
01/01/2000,00:01:05.05,-20.51,-3.42,1166.50,-2.50,6.28,9.82,-5.40,-0.45,25.50,29.80,47.20,
01/01/2000,00:01:05.05,-32.23,25.88,981.45,2.44,11.71,10.30,-6.60,0.75,27.15,29.66,47.20,
01/01/2000,00:01:05.05,-54.69,41.50,841.31,7.20,14.57,8.96,-5.85,1.05,26.40,29.56,47.21,
01/01/2000,00:01:05.05,-88.38,41.99,741.70,10.43,15.79,14.70,-5.70,0.45,25.80,29.47,47.21,
01/01/2000,00:01:05.05,-136.23,65.92,618.65,1.34,9.51,13.60,-6.30,0.00,27.15,29.66,47.21,
01/01/2000,00:01:05.05,-95.21,10.25,405.27,5.73,8.90,18.90,-6.30,-0.30,26.40,29.80,47.13,
01/01/2000,00:01:05.05,-105.47,9.28,428.71,5.49,13.60,28.72,-5.85,1.80,26.40,29.66,47.13,
01/01/2000,00:01:05.05,-147.95,14.16,456.05,7.80,10.67,31.28,-5.55,-0.30,27.90,29.80,47.14,
01/01/2000,00:01:05.05,-189.45,28.81,481.93,10.30,6.34,28.23,-5.70,-0.15,28.50,29.75,47.14,
01/01/2000,00:01:05.05,-221.19,57.62,588.87,16.46,4.45,20.12,-4.35,0.00,26.85,29.61,47.14,
01/01/2000,00:01:05.05,-203.61,51.76,820.31,28.96,-4.70,14.70,-5.70,-0.45,26.55,29.90,47.15,
01/01/2000,00:01:05.05,-165.04,16.60,1125.00,29.88,-6.28,0.73,-4.80,0.00,27.15,29.80,47.15,
01/01/2000,00:01:05.05,-133.79,27.83,1431.15,23.84,-6.22,-3.78,-5.85,1.50,28.20,29.66,47.15,
01/01/2000,00:01:05.05,-168.46,78.12,1539.06,12.26,-2.13,-9.57,-4.95,2.85,26.25,29.47,47.16,
01/01/2000,00:01:05.05,-189.45,125.00,1421.88,-1.10,-8.41,-24.15,-5.55,1.50,27.15,29.80,47.16,
01/01/2000,00:01:05.05,-99.61,99.12,1296.88,-4.82,-14.51,-38.66,-6.30,2.25,27.45,29.56,47.16,
01/01/2000,00:01:05.05,-55.18,82.03,1247.56,-3.84,-10.98,-37.44,-5.10,2.70,27.90,29.66,47.16,
01/01/2000,00:01:05.05,-138.18,108.89,1262.70,7.01,-8.66,-37.50,-5.55,2.25,26.40,29.75,47.17,
01/01/2000,00:01:05.05,-234.86,103.52,1453.12,15.30,-19.02,-56.89,-6.75,2.85,27.30,29.66,47.17,
01/01/2000,00:01:05.05,-54.20,50.78,1696.78,17.38,-16.22,-69.57,-5.70,2.40,27.30,29.80,47.17,
01/01/2000,00:01:05.05,196.78,3.42,1697.75,1.59,1.04,-45.37,-4.95,3.60,26.55,29.56,47.18,
01/01/2000,00:01:05.05,120.12,105.47,1455.08,-15.85,17.32,-12.80,-7.20,4.05,27.00,29.80,47.18,
01/01/2000,00:01:05.05,-3.91,198.73,1091.80,-24.57,16.22,2.01,-5.85,3.75,26.40,29.66,47.18,
01/01/2000,00:01:05.05,-85.94,233.89,808.11,-20.24,11.95,3.60,-5.10,4.65,26.40,29.61,47.18,
01/01/2000,00:01:05.05,-139.16,242.19,601.56,-14.76,5.24,6.04,-5.40,3.30,27.30,29.75,47.19,
01/01/2000,00:01:05.05,-209.96,175.78,556.64,-4.76,8.11,3.66,-5.40,4.05,25.20,29.61,47.19,
01/01/2000,00:01:05.05,-262.70,118.65,525.39,-1.95,8.17,-8.96,-5.40,2.10,26.25,29.66,47.19,
01/01/2000,00:01:05.05,-250.00,59.08,491.21,-7.87,-0.06,-16.28,-5.55,4.20,26.10,29.47,47.19,
01/01/2000,00:01:05.05,-187.50,6.35,452.15,-6.40,-0.37,-13.23,-6.00,4.05,26.25,29.80,47.20,
01/01/2000,00:01:05.05,-186.52,-12.21,544.92,0.06,3.84,-1.10,-6.60,4.65,27.90,29.56,47.14,
01/01/2000,00:01:05.05,-260.25,-2.44,653.81,-0.91,2.20,-4.94,-6.45,2.85,28.50,29.80,47.14,
01/01/2000,00:01:05.05,-262.21,43.46,687.99,-5.00,-1.46,-11.89,-5.70,2.40,25.80,29.95,47.15,
01/01/2000,00:01:05.05,-283.20,47.36,780.76,-0.98,-7.07,-13.84,-6.30,2.70,26.40,29.56,47.15,
01/01/2000,00:01:05.05,-299.32,26.37,948.73,-2.07,-4.82,-16.16,-5.55,2.70,25.35,29.80,47.15,
01/01/2000,00:01:05.05,-292.48,-7.32,1091.31,-7.01,-10.18,-19.15,-6.00,2.40,27.00,29.56,47.16,
01/01/2000,00:01:05.05,-262.70,-48.83,1218.75,-12.01,-9.76,-18.41,-5.85,3.45,27.15,29.75,47.16,
01/01/2000,00:01:05.05,-186.04,-68.36,1324.71,-21.89,-6.65,-10.79,-5.55,4.20,28.20,29.80,47.16,
01/01/2000,00:01:05.05,-187.50,-55.18,1474.61,-28.84,-6.46,7.44,-5.70,2.85,27.00,29.66,47.16,
01/01/2000,00:01:05.05,-182.13,-22.95,1418.95,-36.59,-1.40,19.02,-7.20,0.90,25.20,29.66,47.17,
01/01/2000,00:01:05.05,-138.67,64.94,1293.95,-27.62,-3.48,41.46,-6.30,1.05,27.15,29.80,47.17,
01/01/2000,00:01:05.05,-239.75,216.31,1371.09,0.37,-3.05,36.10,-5.55,0.30,25.35,29.95,47.17,
01/01/2000,00:01:05.05,-269.04,107.91,1785.64,31.65,-4.88,15.61,-4.95,1.35,27.30,29.56,47.18,
01/01/2000,00:01:05.05,-176.27,-63.96,1965.33,18.35,11.04,8.17,-6.00,0.90,25.80,29.66,47.18,
01/01/2000,00:01:05.05,-72.27,-60.55,1642.58,-10.55,14.27,11.28,-6.00,0.90,26.55,29.56,47.18,
01/01/2000,00:01:05.05,-5.37,-30.76,1166.02,-19.94,12.56,12.38,-5.85,2.25,27.15,29.80,47.19,
01/01/2000,00:01:05.05,68.85,21.00,928.71,-6.52,18.48,17.26,-5.70,2.10,28.80,29.66,47.19,
01/01/2000,00:01:05.05,-7.32,37.60,900.88,9.21,23.96,22.13,-4.35,1.05,26.85,29.61,47.19,
01/01/2000,00:01:05.05,-96.19,25.88,890.14,4.21,15.98,17.32,-5.70,0.45,26.55,29.66,47.19,
01/01/2000,00:01:05.05,-106.93,22.46,750.49,-7.50,2.80,6.16,-5.10,0.00,28.20,29.56,47.20,
01/01/2000,00:01:05.05,-62.50,34.18,565.43,-10.55,0.37,8.72,-3.30,1.50,27.90,29.80,47.20,
01/01/2000,00:01:05.05,-54.69,33.69,427.73,-2.74,-1.28,15.73,-5.85,0.00,26.85,29.66,47.20,
01/01/2000,00:01:05.05,-67.38,29.30,396.97,1.59,5.79,21.10,-4.80,-0.30,27.15,29.66,47.21,
01/01/2000,00:01:05.05,-101.56,19.53,409.67,3.84,2.01,25.43,-5.10,1.05,27.15,29.66,47.21,
01/01/2000,00:01:05.05,-86.91,-7.81,456.05,2.20,2.13,30.98,-3.30,-0.30,27.45,29.90,47.21,
01/01/2000,00:01:05.05,-221.19,63.48,504.39,10.18,-5.73,24.63,-5.55,-1.80,27.45,29.66,47.13,
01/01/2000,00:01:05.05,-223.63,53.71,701.66,22.62,-12.07,13.35,-6.45,-1.65,28.50,29.90,47.13,
01/01/2000,00:01:05.05,-210.45,17.58,1006.35,33.66,-18.23,1.10,-4.80,0.30,28.20,29.80,47.13,
01/01/2000,00:01:05.05,-185.06,26.86,1302.73,33.35,-16.95,-5.55,-6.60,1.05,26.85,29.75,47.14,
01/01/2000,00:01:05.05,-226.56,72.75,1508.30,26.34,-12.38,-8.96,-5.10,1.05,24.90,29.37,47.14,
01/01/2000,00:01:05.05,-271.97,116.70,1510.25,16.22,-9.57,-25.00,-6.00,1.35,26.25,29.66,47.14,
01/01/2000,00:01:05.05,-193.85,107.91,1403.32,9.70,-13.84,-42.99,-5.10,1.05,26.40,29.66,47.15,
01/01/2000,00:01:05.05,-110.35,93.75,1314.94,12.44,-5.67,-46.34,-6.30,0.75,26.40,29.61,47.15,
01/01/2000,00:01:05.05,-171.88,125.98,1329.10,15.85,-10.67,-48.17,-6.60,1.05,26.85,29.75,47.15,
01/01/2000,00:01:05.05,-156.25,110.84,1541.99,30.67,-25.91,-65.37,-6.45,2.85,27.75,29.56,47.15,
01/01/2000,00:01:05.05,-6.84,35.64,1850.10,32.62,-2.62,-64.94,-6.45,4.80,25.80,29.75,47.15,
01/01/2000,00:01:05.05,183.59,10.25,1783.20,16.65,14.39,-40.55,-7.50,4.80,26.25,29.56,47.16,
01/01/2000,00:01:05.05,135.25,102.05,1525.39,-10.79,20.98,-4.39,-5.55,5.70,26.10,29.61,47.16,
01/01/2000,00:01:05.05,-10.74,201.17,1155.76,-25.67,16.52,12.01,-6.00,6.00,26.25,29.80,47.16,
01/01/2000,00:01:05.05,-83.50,253.42,853.52,-25.12,13.84,14.82,-5.85,4.65,27.15,29.61,47.17,
01/01/2000,00:01:05.05,-166.02,237.30,650.39,-20.79,15.49,16.59,-6.00,4.35,25.50,29.56,47.17,
01/01/2000,00:01:05.05,-258.79,207.52,504.39,-10.79,11.16,2.68,-4.95,3.30,27.00,29.61,47.17,
01/01/2000,00:01:05.05,-271.97,142.09,458.98,-6.16,9.33,-10.06,-6.30,3.00,25.65,29.80,47.17,
01/01/2000,00:01:05.05,-208.98,60.55,436.04,-0.98,0.79,-16.59,-5.55,3.00,27.90,29.56,47.18,
01/01/2000,00:01:05.05,-184.08,2.44,410.64,4.09,2.68,-16.40,-4.80,4.65,26.40,29.56,47.18,
01/01/2000,00:01:05.05,-154.30,-25.39,475.59,8.41,4.51,-12.74,-4.35,4.65,26.10,29.66,47.18,
01/01/2000,00:01:05.05,-139.65,-69.34,563.96,5.30,1.71,-6.46,-4.80,4.65,26.85,29.90,47.19,
01/01/2000,00:01:05.05,-196.78,-53.71,624.51,-4.15,-1.10,-4.82,-4.35,4.20,27.15,29.56,47.19,
01/01/2000,00:01:05.05,-211.43,-52.73,636.23,-5.49,0.00,-1.95,-5.40,3.30,25.80,29.66,47.19,
01/01/2000,00:01:05.05,-321.78,3.42,873.54,-9.70,-10.43,-9.21,-5.55,2.70,27.90,29.95,47.14,
01/01/2000,00:01:05.05,-296.39,-30.27,1043.95,-7.50,-16.28,-14.39,-5.10,4.65,27.90,29.66,47.14,
01/01/2000,00:01:05.05,-246.58,-56.15,1204.59,-14.21,-4.33,-5.12,-4.95,4.80,26.25,29.95,47.14,
01/01/2000,00:01:05.05,-282.23,-62.99,1263.67,-14.27,10.30,0.24,-5.40,4.05,27.00,29.56,47.14,
01/01/2000,00:01:05.05,-307.13,-27.83,1426.27,-17.38,11.83,2.26,-4.95,3.30,27.75,29.75,47.15,
01/01/2000,00:01:05.05,-205.08,16.60,1535.16,-31.65,12.50,11.28,-5.70,3.60,28.20,29.66,47.15,
01/01/2000,00:01:05.05,-45.90,152.34,1374.51,-38.78,14.21,32.01,-5.70,3.60,26.55,29.80,47.15,
01/01/2000,00:01:05.05,-276.86,330.08,1362.79,-12.50,2.80,45.18,-3.45,2.10,26.25,29.56,47.15,
01/01/2000,00:01:05.05,-404.30,178.22,1751.46,16.10,-18.54,16.46,-4.35,1.05,27.15,29.61,47.16,
01/01/2000,00:01:05.05,-106.45,-3.91,1829.10,8.11,-5.98,8.84,-4.95,1.65,27.75,29.61,47.16,
01/01/2000,00:01:05.05,-75.68,-0.49,1568.85,-5.24,8.90,26.52,-4.20,2.40,26.55,29.42,47.16,
01/01/2000,00:01:05.05,-90.33,42.97,1259.28,-6.59,15.37,25.43,-6.00,0.45,27.00,29.66,47.17,
01/01/2000,00:01:05.05,-60.55,80.08,1091.31,2.56,17.56,21.22,-5.40,0.45,28.50,29.66,47.17,
01/01/2000,00:01:05.05,-83.98,94.73,985.84,7.32,14.33,17.32,-3.60,1.50,27.45,29.75,47.17,
